prop_id,geo_code,address,city,zip,subdivision,legal_desc,land_value,improvement_value,total_value
000000000261,0432894119,602 REIN DR,KILLEEN,76542,REIN,"DR        KILLEEN                       76542     WAGON WHEEL SUBDIVISION, BLOCK 003, LOT 0004",33000.0,232767.0,265767.0
000000000262,0167400000,1503 RICHARD DR,KILLEEN,76541,RICHARD,"DR        KILLEEN                       76541     CRESCENT MANOR 2ND EXT, BLOCK 034, LOT 0002",30000.0,124304.0,154304.0
000000000266,0090365200,2938 FANTAIL LN,LINCOLN,95648,YORKTOWN,"DR        TEMPLE                        76504     NORTHWEST HILLS, BLOCK 006, LOT 0011",34000.0,199276.0,233276.0
000000000268,0434200570,99 PECAN TRL,BELTON,76513,PECAN,"TRL       BELTON                        76513     WOODLAND TRAILS, BLOCK 002, LOT 0008",21533.0,238009.0,259542.0
000000000271,0010610000,1921 S 19TH ST,TEMPLE,76504,19TH,"ST        TEMPLE                        76504     ANDERSON HENDLER ADDITION 1ST EXT, BLOCK 002, LOT 0",28314.0,160494.0,188808.0
000000000272,0079880000,3918 DOVE LN,TEMPLE,76502,DOVE,"LN        TEMPLE                        76502     MEADOW OAKS SOUTH, BLOCK 007, LOT 0008, (LIFE ESTAT",35000.0,232193.0,267193.0
000000000274,0366380000,104 PAUL ST,ROGERS,76569,PAUL,"ST        ROGERS                        76569     ROGERS ORIGINAL, BLOCK 025, LOT 0002, AKA ROGERS OR",29682.0,22326.0,52008.0
000000000276,0367320000,603 BURGESS,ROGERS,76569,MILAM,"ROGERS                        76569     ROGERS ORIGINAL, BLOCK 00C, LOT PT 2, (S 84' OF E 1",18573.0,13455.0,32028.0
000000000277,0090380142,1903 AZALEA DR,TEMPLE,76502,AZALEA,"DR        TEMPLE                        76502     OAK CREEK PLANNED DEVELOPMENT, BLOCK 003, LOT 0001",30000.0,167196.0,197196.0
000000000280,0677610228,27614 VIVACE DR,SPRING,77386,JOSH,"DR        KILLEEN                       76542     CHANTZ ADDITION PHASE TWO REPLAT (BLKS 16-19), BLOC",38000.0,168000.0,206000.0
000000000284,0159492275,1702 SHERMAN DR,KILLEEN,76543,SHERMAN,"DR        KILLEEN                       76543     CHIMNEY HILL ESTATES 2ND REPLAT, BLOCK 017, LOT 001",27000.0,160455.0,187455.0
000000000288,0014800000,17 W UPSHAW AVE,TEMPLE,76501,UPSHAW,"AVE       TEMPLE                        76501     BELLAIRE NORTH, BLOCK 002, LOT 0001",25780.0,171841.0,197621.0
000000000290,0378924400,3223 LANELL DR,BELTON,76513,LANELL,"DR        BELTON                        76513     BRADY'S SUBDIVISION FIRST EXTENSION, BLOCK 007, LOT",36800.0,183561.0,220361.0
000000000291,0044120000,1913 S 47TH ST,TEMPLE,76504,47TH,"ST        TEMPLE                        76504     DUBOSE ADDITION SECOND EXTENSION, BLOCK 015, LOT 00",27636.0,141809.0,169445.0
000000000292,0163280000,1102 BROCK DR,KILLEEN,76543,BROCK,"DR        KILLEEN                       76543     CRESCENT MANOR, BLOCK 004, LOT 9, 10",30000.0,210283.0,240283.0
000000000297,0176561852,4804 ACORN CREEK TRL,KILLEEN,76542,ACORN CREEK,"TRL       KILLEEN                       76542     HEATHER GLEN SECTION III PHASE I, BLOCK 008, LOT 00",38000.0,177113.0,215113.0
000000000299,0030460409,1891 GREENSIDE TRL,ROUND ROCK,78665,BUCKSKIN,"TRL       TEMPLE                        76502     CANYON CREEK PHASE I, BLOCK 007, LOT 0004",40000.0,176609.0,216609.0
000000000303,0159492305,1809 SHOEMAKER DR,KILLEEN,76543,SHOEMAKER,"DR        KILLEEN                       76543     CHIMNEY HILL ESTATES 2ND REPLAT, BLOCK 017, LOT 002",27000.0,139073.0,166073.0
000000000310,0215810000,805 PAINT BRUSH LN,TEMPLE,76502,6TH,"ST        KILLEEN                       76541     ROLLING ACRES SUBDIVISION, BLOCK 001, LOT 0002",19000.0,113108.0,132108.0
000000000311,0093830000,3001 PECAN VALLEY DR,TEMPLE,76502,PECAN VALLEY,"DR        TEMPLE                        76502     PECAN VALLEY, BLOCK 006, LOT 0005",40250.0,313471.0,353721.0
000000000313,0189580000,511 S TWIN CREEK DR,KILLEEN,76543,REDONDO,"DR        KILLEEN                       76541     KILLEEN HEIGHTS SOUTH UNIT 1ST SECTION, BLOCK 015,",25000.0,98000.0,123000.0
000000000316,0189540000,1312 REDONDO DR,KILLEEN,76541,REDONDO,"DR        KILLEEN                       76541     KILLEEN HEIGHTS SOUTH UNIT 1ST SECTION, BLOCK 015,",25000.0,113647.0,138647.0
000000000318,0402892027,3113 ETTA KAY LN,KEMPNER,76539,ETTA KAY,LN        KEMPNER                       76539     LOMAS RODANDO SOUTH 2ND EXT PHASE 2 REPLAT (LTS 1-7,89309.0,263366.0,352675.0
000000000325,0215940000,309 PRATHER DR,KILLEEN,76541,PRATHER,"DR        KILLEEN                       76541     ROLLING ACRES SUBDIVISION, BLOCK 002, LOT 8, PT 7,",19000.0,93858.0,112858.0
000000000326,0161890616,698 FCR 301,OAKWOOD,75855,COLONIAL,LN        KILLEEN                       76543     COLONIAL HEIGHTS REPLAT (LTS 33-73 BLK 2 & LTS 27-6,30000.0,124867.0,154867.0
000000000327,0030460075,PO BOX 744,TEMPLE,76503,CANYON CREEK,"DR        TEMPLE                        76502     CANYON CREEK PHASE I, BLOCK 003, LOT 0006",40000.0,193764.0,233764.0
000000000328,0304191728,3210 VINEYARD TRL,HARKER HEIGHTS,76548,WILDRIDGE,"DR        HARKER HEIGHTS                76548     TANGLEWOOD NORTH SEVENTH UNIT, BLOCK 001, LOT 0019",50000.0,245870.0,295870.0
000000000329,0304192215,1513 OAK TIMBERS CIR,HARKER HEIGHTS,76548,OAK TIMBERS,"CIR       HARKER HEIGHTS                76548     TANGLEWOOD NORTH 9TH UNIT, BLOCK 001, LOT 0006",50000.0,194393.0,244393.0
000000000330,0325330000,645 BENCHMARK TRL,BELTON,76513,PAWNEE,"LN        MORGANS POINT RESORT          76513     MORGANS POINT RESORT SECTION 5, BLOCK 015, LOT 1, 2",32000.0,212000.0,244000.0
000000000331,0014030000,113 E WALKER AVE,TEMPLE,76501,WALKER,"AVE       TEMPLE                        76501     BELLAIRE, BLOCK 019, LOT 0009",24765.0,166474.0,191239.0
000000000332,0224570853,2304 TIMBERLINE DR,KILLEEN,76543,TIMBERLINE,"DR        KILLEEN                       76543     LEN SCHWERTNER SUBDIVISION THIRD EXT PHASE I, BLOCK",27000.0,202552.0,229552.0
000000000333,0242691502,1210 FLORENCE RD,KILLEEN,76541,BIG BEND,"DR        KILLEEN                       76549     WESTERN HILLS 1ST PHASE, BLOCK 008, LOT 0015",0.0,0.0,203366.0
000000000334,0176520000,4104 CLOUDY RIDGE RD,AUSTIN,78734,GOWEN,"DR        KILLEEN                       76543     HAYNES ADDITION, BLOCK 001, LOT 0001",25000.0,150556.0,175556.0
000000000349,0912840764,PO BOX 591642,SAN ANTONIO,78259,ARAPAHO,"DR        HARKER HEIGHTS                76548     SKIPCHA MOUNTAIN ESTATES PHASE FIVE, BLOCK 004, LOT",52000.0,188908.0,240908.0
000000000380,0147280000,610 W CHURCH AVE,KILLEEN,76541,MCARTHUR,"DR        KILLEEN                       76541     BLUEBONNET ADDITION, BLOCK 002, LOT 8, PT 9, (W 16'",16000.0,87031.0,103031.0
000000000381,0176530179,1204 PIMA TRL,HARKER HEIGHTS,76548,GRIFFIN,"DR        KILLEEN                       76543     HAYNES 1ST EXT GRIFFIN REPLAT, BLOCK 006, LOT 0004",25000.0,125650.0,150650.0
000000000383,0012590000,13 W ZENITH AVE,TEMPLE,76501,ZENITH,"AVE       TEMPLE                        76501     BELLAIRE, BLOCK 006, LOT 0002",24668.0,161049.0,185717.0
000000000384,0092830000,802 LEXINGTON,TEMPLE,75404,7TH,"ST        TEMPLE                        76501     PARKLAWN, BLOCK 004, LOT 0002",22860.0,160504.0,183364.0
000000000385,0176561304,805 FOREST GLEN COVE,ROUND ROCK,79664,ACORN CREEK,"TRL       KILLEEN                       76542     HEATHER GLEN SECTION II, BLOCK 011, LOT 0009",38000.0,183163.0,221163.0
000000000387,0150760000,3021 BOX CANYINO,NOLANVILLE,76559,BLAKE,"ST        KILLEEN                       76541     BROOKSIDE SUBDIVISION SECOND UNIT, BLOCK 002, LOT 0",19000.0,94922.0,113922.0
000000000388,0230961005,1502 FARHILLS DR,KILLEEN,76549,FARHILLS,"DR        KILLEEN                       76549     SOUTH MEADOWS SECTION III, BLOCK 022, LOT 0002, (TO",30000.0,154329.0,184329.0
000000000390,0454370300,5755 MIDDLE RD UNIT 90,TEMPLE,76501,MIDDLE,"RD        TEMPLE                        76501     A0014BC M MORENO, 68-3, ACRES .725",31574.0,423080.0,454654.0
000000000393,0450300000,5755 MIDDLE RD UNIT 41,TEMPLE,76501,MIDDLE,"RD        TEMPLE                        76501     A0014BC M MORENO, 57-1, ACRES .99",42590.0,207457.0,250047.0
000000000395,0032171651,2905 PECAN DR,TEMPLE,76502,SAN JACINTO,"RD        TEMPLE                        76502     CIMARRON PHASE II, BLOCK 009, LOT 0008",15000.0,90000.0,210000.0
000000000396,0224720000,902 N HOMEREST AVE,COVINA,91722,58TH,"ST        KILLEEN                       76543     SIMMONS 1ST, BLOCK 001, LOT 0003",19000.0,60528.0,79528.0
000000000397,0192430000,1104 ESTES DR,KILLEEN,76541,ESTES,"DR        KILLEEN                       76541     KILLEEN HEIGHTS SOUTH UNIT 2ND SECTION, BLOCK 012,",25000.0,114976.0,139976.0
000000000399,0093810000,3000 OAKRIDGE DR,TEMPLE,76502,OAKRIDGE,"DR        TEMPLE                        76502     PECAN VALLEY, BLOCK 006, LOT 0003",38500.0,200503.0,239003.0
000000000400,0231830000,115 E PEARL ST,KILLEEN,76541,PEARL,"ST        KILLEEN                       76541     SOUTH PARK ADDITION REVISED, BLOCK 006, LOT 0014",19000.0,79719.0,98719.0
000000000401,0172610000,1104 GRAY DR,KILLEEN,76541,GRAY,"DR        KILLEEN                       76541     GRAY PARK, BLOCK 006, LOT 0088",25000.0,130059.0,155059.0
000000000403,0136755600,4125 ANTELOPE TRL,TEMPLE,76504,ANTELOPE,"TRL       TEMPLE                        76504     WESTERN HILLS 5TH EXT, BLOCK 027, LOT 0003",32000.0,221014.0,253014.0
000000000404,0314696666,7 N STARBOARD LN,BELTON,76513,STARBOARD,LN        BELTON                        76513     MORGAN'S POINT RESORT CITY SECTION 4 AMENDED (L8-13,42000.0,277911.0,319911.0
000000000405,0031930000,818 S MAIN ST,TEMPLE,76504,MAIN,"ST        TEMPLE                        76504     W S CHAPMAN ADDITION, BLOCK 006, LOT PT 4, (S 75' O",33990.0,92560.0,127395.0
000000000406,0189700000,1307 ALTA MIRA DR,KILLEEN,76541,ALTA MIRA,"DR        KILLEEN                       76541     KILLEEN HEIGHTS SOUTH UNIT 1ST SECTION, BLOCK 015,",25000.0,128313.0,153313.0
000000000413,0196520000,11611 BOYD BAY,SAN ANTONIO,78221,LAKE INKS,"AVE       KILLEEN                       76543     LAKE ADDITION 3RD SECTION, BLOCK 009, LOT 0006",30000.0,99673.0,129673.0
000000000418,0169460000,708 VALLEY RD,KILLEEN,76541,VALLEY,"RD        KILLEEN                       76541     FAIRWAY PARK (1ST UNIT), BLOCK 014, LOT 0005",8000.0,46474.0,108947.0
000000000419,0211440000,1503 WESTOVER DR,KILLEEN,76549,WESTOVER,"DR        KILLEEN                       76549     PERSHING PLACE 3RD, BLOCK 007, LOT 0017",27000.0,169420.0,196420.0
000000000421,0201410000,1709 WOOD ST,KILLEEN,76541,WOOD,"AVE       KILLEEN                       76541     MCNAIR PARK REPLAT, BLOCK 009, LOT 0003",25000.0,136064.0,161064.0
000000000422,0211520000,1519 OLD FM 440 RD,KILLEEN,76549,OLD FM 440,"KILLEEN                       76549     PERSHING PLACE 3RD, BLOCK 007, LOT 0025",27000.0,136031.0,163031.0
000000000441,0146360146,2859 STAGECOACH RD,KILLEEN,76542,DAISY,"DR        KILLEEN                       76542     BELLAIRE HEIGHTS, BLOCK 005, LOT 0014",33000.0,125306.0,158306.0
000000000442,0677620125,4103 JOSH DR,KILLEEN,76542,JOSH,"DR        KILLEEN                       76542     CHANTZ ADDITION PHASE FOUR, BLOCK 004, LOT 0006",38000.0,200654.0,238654.0
000000000443,0677620128,4105 JOSH DR,KILLEEN,76542,JOSH,"DR        KILLEEN                       76542     CHANTZ ADDITION PHASE FOUR, BLOCK 004, LOT 0007",38000.0,194477.0,232477.0
000000000504,0120040000,2061 BOTTOMS EAST RD,TROY,76579,27TH,"ST        TEMPLE                        76504     TAL-COE PLACE, BLOCK 020, LOT 14, 16",0.0,0.0,336088.0
000000000505,0247970000,201 E AVENUE E,BELTON,76513,AVE E,"BELTON                        76513     BELTON ORIGINAL, BLOCK 033, LOT PT 3, (SW COR OF 3,",17025.0,106827.0,123852.0
000000000506,0284150100,414 W 8TH AVE,BELTON,76513,8TH,"AVE       BELTON                        76513     WYBRANT, BLOCK 122, LOT PT 28, 30, (W 5' OF N 125'",21185.0,90131.0,113849.0
000000000509,0117900000,1007 S 27TH ST,TEMPLE,76504,27TH,"ST        TEMPLE                        76504     TAL-COE PLACE, BLOCK 003, LOT 0007",29750.0,107499.0,137249.0
000000000510,0049850000,3402 EAST DR,TEMPLE,76502,EAST,"DR        TEMPLE                        76502     FOREST HILLS 1ST EXT, BLOCK 003, LOT 0005",28000.0,165588.0,193588.0
000000000511,0257150000,610 E 9TH AVE,BELTON,76513,9TH,"AVE       BELTON                        76513     ALEXANDER HANNA, BLOCK 005, LOT PT 1, 2, (E 10' OF",36426.0,208912.0,245338.0
000000000512,0256370000,19 MORNINGSIDE DR,NOLANVILLE,76559,WALL,"ST        BELTON                        76513     ALEXANDERS ADDITION, BLOCK FR2, LOT PT 3, (S 143.5'",46850.0,251115.0,297965.0
000000000513,0032890000,4 N 41ST ST,TEMPLE,76504,41ST,"ST        TEMPLE                        76504     COUNTRY CLUB HEIGHTS, BLOCK 001, LOT PT 15, 16, (S",26239.0,87871.0,114110.0
000000000514,0095760000,3002 MAGNOLIA BLVD,TEMPLE,76502,MAGNOLIA,"BLVD      TEMPLE                        76502     RAMBLEWOOD 1ST UNIT, BLOCK 001, LOT 0017, (TOD DEED",35000.0,276007.0,311007.0
000000000515,0100760000,1105 S MAIN ST,TEMPLE,76504,MAIN,"ST        TEMPLE                        76504     ROBERTSON, BLOCK 012, LOT PT 1, (N 63' OF 1)",29522.0,82599.0,112121.0
000000000517,0444060000,505 W AVENUE J,BELTON,76513,AVE J,"BELTON                        76513     A0006BC M F CONNELL, AKA W 75' X 125' BLK G ORIG AC",18824.0,143460.0,162284.0
000000000519,0405295321,312 WAVY CATTAIL COVE,GEORGETOWN,78626,RENICK RANCH,"RD        KILLEEN                       76549     RENICK RANCH SUB, BLOCK 001, LOT 0008",25000.0,115119.0,140119.0
000000000522,0493494902,357 GROVE RD,KILLEEN,76542,GROVE,"RD        KILLEEN                       76542     A0199BC R CUNNINGHAM, LT 41 LLEWELYN EST #2, ACRES",52604.0,142636.0,195240.0
000000000524,0579730200,PO BOX 1119,KILLEEN,76540,BROKEN ARROW,"DR        HARKER HEIGHTS                76548     A0722BC R Y RENICK, 2-1-2, 2-1-3, 2-1-10-1, ACRES 1",91392.0,247725.0,339117.0
000000000528,0227000000,4000 BACON RANCH RD,KILLEEN,76542,FLORENCE,"RD        KILLEEN                       76541     SKYLINE TERRACE 1ST ADDITION, BLOCK 001, LOT 0001",30000.0,159565.0,189565.0
000000000529,0166000000,1611 GOODE DR,KILLEEN,76543,GOODE,"DR        KILLEEN                       76543     CRESCENT MANOR 1ST EXT REPLAT (B22-28,L11-19 B21,L1",30000.0,217684.0,247684.0
000000000531,0403150000,18677 LANHAM ST,GATESVILLE,76528,LANHAM,"ST        GATESVILLE                    76528     LUDWICK SUBDIVISION, BLOCK 004, LOT 5,6,7",9375.0,61401.0,70776.0
000000000538,0161310000,1302 GRANDON DR,KILLEEN,76541,GRANDON,"DR        KILLEEN                       76541     CLIFTON PARK SECTION 2 REVISION, BLOCK 012, LOT PT",30000.0,162248.0,192248.0
000000000539,0028550500,2115 N 9TH ST,TEMPLE,76501,9TH,"ST        TEMPLE                        76501     D H BUCHANAN ADDITION, BLOCK 003, LOT 0002",24700.0,192687.0,217387.0
000000000548,0242697164,2705 COPPERHEAD DR,KILLEEN,76549,COPPERHEAD,"DR        KILLEEN                       76549     WESTPARK PHASE ONE, BLOCK 005, LOT 0008, ENHANCED L",35000.0,142928.0,177928.0
000000000549,0179270000,804 CARDINAL AVE,KILLEEN,76541,CARDINAL,"AVE       KILLEEN                       76541     HILLANDALE, BLOCK 004, LOT 0003",16000.0,113604.0,129604.0
000000000550,0079990000,3802 EAST DR,TEMPLE,76502,EAST,"DR        TEMPLE                        76502     MEADOW OAKS SOUTH, BLOCK 008, LOT 0010",35000.0,231509.0,266509.0
000000000551,0112690000,1719 W AVENUE M STE C,TEMPLE,76504,13TH,"ST        TEMPLE                        76504     SOUTH PARK, BLOCK 010, LOT 0016",32526.0,113558.0,146084.0
000000000552,0078280000,PO BOX 1436,BLANCO,78606,RED BUD,"RD        TEMPLE                        76502     MEADOW OAKS, LOT TRACT 26",35000.0,177474.0,212474.0
000000000553,0146700640,510 CIRCLE DR,KILLEEN,76542,LAGO,"TRL       KILLEEN                       76543     BLACKWELL ACRES 2ND REPLAT, BLOCK 006, LOT 0009",27000.0,146325.0,173325.0
000000000561,0643700600,11801 FM 2843,SALADO,76571,BUTTERMILK,"RD        SALADO                        76571     A1293BC F D COPELAND, 2-7, ACRES 0.604",0.0,0.0,15708.0
000000000565,0224570480,2311 SCHWERTNER DR,KILLEEN,76543,SCHWERTNER,"DR        KILLEEN                       76543     LEN SCHWERTNER SUBDIVISION SECOND EXT, BLOCK 005, L",27000.0,168747.0,195747.0
000000000566,0146370612,2745 MOOREFIELD BRIDGE RD,DANVILLE,24541,CARNATION,"DR        KILLEEN                       76542     BELLAIRE HEIGHTS 1ST EXT, BLOCK 007, LOT 0007",33000.0,167319.0,200319.0
000000000568,0509780000,1151 S WHEAT RD,BELTON,76513,SUTTONS,"LOOP      TEMPLE                        76504     A0298BC STEPHEN EATON, ACRES .22",8756.0,183322.0,192078.0
000000000569,0158270000,1612 MASSEY ST,KILLEEN,76541,MASSEY,"ST        KILLEEN                       76543     CASTLE HEIGHTS (BLKS K-Y), BLOCK 00U, LOT PT 1, (N",25000.0,110154.0,135364.0
000000000571,0162070000,2303 HOLLIS LN,CEDAR PARK,78613,PATTON,"RD        KILLEEN                       76541     CONNELL, BLOCK 002, LOT 0007",16000.0,122640.0,138640.0
000000000574,0121430030,3313 PECAN VALLEY DR,TEMPLE,76502,PECAN VALLEY,"DR        TEMPLE                        76502     TANGLEFOOT VALLEY, BLOCK 001, LOT 0011",28000.0,187523.0,215523.0
000000000575,0010240000,2631 N WOODLOCH,CONROE,77385,7TH,"ST        TEMPLE                        76504     ANDERSON HENDLER ADDITION, BLOCK 006, LOT 0004",35117.0,98881.0,133998.0
000000000577,0242698456,2706 FIELDSTONE DR,KILLEEN,76549,FIELDSTONE,"DR        KILLEEN                       76549     WESTPARK PHASE THREE, BLOCK 041, LOT 0024",35000.0,168499.0,203499.0
000000000579,0288220000,939 MILDRED LEE LN,HARKER HEIGHTS,76548,MILDRED LEE,"DR        HARKER HEIGHTS                76548     COMANCHE HILLS 2ND, BLOCK 012, LOT 0001",37000.0,291938.0,328938.0
000000000580,0266680797,1113 CEDAR CREEK DR,BELTON,76513,CEDAR CREEK,"DR        BELTON                        76513     ESTATES OF DUNNS CANYON PHASE I REPLAT, BLOCK 003,",38000.0,227029.0,265029.0
000000000582,0159492910,675 HONEYSUCKLE DR,KILLEEN,76549,LAKE,"RD        KILLEEN                       76543     CHIMNEY HILL ESTATES 2ND REPLAT, BLOCK 022, LOT 002",27000.0,156256.0,183256.0
000000000586,0404730000,3014 OAKWOOD DR,HARKER HEIGHTS,76548,OAKWOOD,"DR        HARKER HEIGHTS                76548     OAKRIDGE TERRACE SECTION 2, BLOCK 00C, LOT 0011",46314.0,243849.0,290163.0
000000000592,0198681400,3000 AMESBURY DR,PLANO,75093,HOOTEN,"ST        KILLEEN                       76543     LEON HEIGHTS, BLOCK 008, LOT 0022",30000.0,167343.0,197343.0
000000000598,0242697286,2602 WINDMILL DR,KILLEEN,76549,WINDMILL,"DR        KILLEEN                       76549     WESTPARK PHASE ONE, BLOCK 008, LOT 0024",35000.0,183089.0,218089.0
000000000599,0439750100,6903 OLD WACO LN,TEMPLE,76502,OLD WACO,"LN        TEMPLE                        76502     A0005BC N CHANCE, 20-2-1, ACRES .627",44000.0,124285.0,168285.0
000000000607,0017540000,911 S 35TH ST,TEMPLE,76504,35TH,"ST        TEMPLE                        76504     BELLVIEW, BLOCK 00B, LOT PT 8, (N 50' OF 8)",25425.0,91011.0,116436.0
000000000609,0261990000,500 N LOOP 121,BELTON,76513,12TH,"AVE       BELTON                        76513     O P CARPENTER, BLOCK 002, LOT PT 5, (E 61.7' OF 5)",24524.0,50476.0,75000.0
000000000610,0168395912,116 ROYALE DR,TEXARKANA,75503,GALAXY,"DR        KILLEEN                       76543     EVENING HOLLOW 1ST EXTENSION, BLOCK 006, LOT 0003",30000.0,150904.0,180904.0
000000000611,0230960910,1606 LENNOX AVE,KILLEEN,76549,LENOX,"AVE       KILLEEN                       76549     SOUTH MEADOWS SECTION III, BLOCK 021, LOT 0003",30000.0,150182.0,180182.0
