channel_id	tab	url	status	exit_code	new_archive_ids	completed_at
UCAV8dmQT-eD4H3FDWRNrGZg	videos	https://www.youtube.com/channel/UCAV8dmQT-eD4H3FDWRNrGZg/videos	cutoff_complete	101	0	2026-07-24T19:48:40.361Z
UCAV8dmQT-eD4H3FDWRNrGZg	shorts	https://www.youtube.com/channel/UCAV8dmQT-eD4H3FDWRNrGZg/shorts	no_tab	1	0	2026-07-24T19:40:09.338Z
UCOtQo6ZNvgHEN6dAubILuNg	videos	https://www.youtube.com/channel/UCOtQo6ZNvgHEN6dAubILuNg/videos	complete	0	4	2026-07-24T19:40:19.483Z
UCOtQo6ZNvgHEN6dAubILuNg	shorts	https://www.youtube.com/channel/UCOtQo6ZNvgHEN6dAubILuNg/shorts	complete	0	4	2026-07-24T19:40:30.291Z
UC5K8rHZrx399cVSq0-KycNA	videos	https://www.youtube.com/channel/UC5K8rHZrx399cVSq0-KycNA/videos	cutoff_complete	101	0	2026-07-24T19:48:43.421Z
UC5K8rHZrx399cVSq0-KycNA	shorts	https://www.youtube.com/channel/UC5K8rHZrx399cVSq0-KycNA/shorts	cutoff_complete	101	0	2026-07-24T19:48:46.692Z
UCoQ2EwqBrZ1ZUyMFULLCcsA	videos	https://www.youtube.com/channel/UCoQ2EwqBrZ1ZUyMFULLCcsA/videos	cutoff_complete	101	0	2026-07-24T19:48:49.601Z
UCoQ2EwqBrZ1ZUyMFULLCcsA	shorts	https://www.youtube.com/channel/UCoQ2EwqBrZ1ZUyMFULLCcsA/shorts	no_tab	1	0	2026-07-24T19:41:56.345Z
UC0E3Nvi1A5vOz5R87gg0oBA	videos	https://www.youtube.com/channel/UC0E3Nvi1A5vOz5R87gg0oBA/videos	complete	0	14	2026-07-24T19:42:32.241Z
UC0E3Nvi1A5vOz5R87gg0oBA	shorts	https://www.youtube.com/channel/UC0E3Nvi1A5vOz5R87gg0oBA/shorts	complete	0	88	2026-07-24T19:46:20.499Z
