channel_id	tab	url	status	exit_code	new_archive_ids	completed_at
UCJn5yVbactAJ84qeDb22Htg	videos	https://www.youtube.com/channel/UCJn5yVbactAJ84qeDb22Htg/videos	cutoff_complete	101	0	2026-07-24T21:54:55.649Z
UCJn5yVbactAJ84qeDb22Htg	shorts	https://www.youtube.com/channel/UCJn5yVbactAJ84qeDb22Htg/shorts	cutoff_complete	101	0	2026-07-24T21:54:59.625Z
UCiDEHqXl4HEWQZ4mZ1nsbtQ	videos	https://www.youtube.com/channel/UCiDEHqXl4HEWQZ4mZ1nsbtQ/videos	complete	0	0	2026-07-24T21:55:01.214Z
UCiDEHqXl4HEWQZ4mZ1nsbtQ	shorts	https://www.youtube.com/channel/UCiDEHqXl4HEWQZ4mZ1nsbtQ/shorts	complete	0	0	2026-07-24T21:55:03.858Z
UClKGrQTetWA6uF2ti9xSzhA	videos	https://www.youtube.com/channel/UClKGrQTetWA6uF2ti9xSzhA/videos	cutoff_complete	101	24	2026-07-24T21:56:06.414Z
UClKGrQTetWA6uF2ti9xSzhA	shorts	https://www.youtube.com/channel/UClKGrQTetWA6uF2ti9xSzhA/shorts	cutoff_complete	101	2	2026-07-24T21:56:15.153Z
UCw9DgzcPb_rhdp3VHFFo_8Q	videos	https://www.youtube.com/channel/UCw9DgzcPb_rhdp3VHFFo_8Q/videos	cutoff_complete	101	0	2026-07-24T21:56:22.215Z
UCw9DgzcPb_rhdp3VHFFo_8Q	shorts	https://www.youtube.com/channel/UCw9DgzcPb_rhdp3VHFFo_8Q/shorts	no_tab	1	0	2026-07-24T21:56:22.871Z
UCGhBS7DKFyz9F54RfrBucQw	videos	https://www.youtube.com/channel/UCGhBS7DKFyz9F54RfrBucQw/videos	cutoff_complete	101	0	2026-07-24T21:56:28.649Z
UCGhBS7DKFyz9F54RfrBucQw	shorts	https://www.youtube.com/channel/UCGhBS7DKFyz9F54RfrBucQw/shorts	no_tab	1	0	2026-07-24T21:56:29.180Z
UC-_SuyK4REF_TH5r1W2nQmw	videos	https://www.youtube.com/channel/UC-_SuyK4REF_TH5r1W2nQmw/videos	cutoff_complete	101	41	2026-07-24T21:59:11.661Z
UC-_SuyK4REF_TH5r1W2nQmw	shorts	https://www.youtube.com/channel/UC-_SuyK4REF_TH5r1W2nQmw/shorts	no_tab	1	0	2026-07-24T21:59:12.291Z
UCMKRSmq9b8V07K9y4Zyfx_Q	videos	https://www.youtube.com/channel/UCMKRSmq9b8V07K9y4Zyfx_Q/videos	cutoff_complete	101	3	2026-07-24T21:59:24.777Z
UCMKRSmq9b8V07K9y4Zyfx_Q	shorts	https://www.youtube.com/channel/UCMKRSmq9b8V07K9y4Zyfx_Q/shorts	cutoff_complete	101	4	2026-07-24T21:59:37.283Z
UCSKCjpoNVdfYTFxHy-jS_VA	videos	https://www.youtube.com/channel/UCSKCjpoNVdfYTFxHy-jS_VA/videos	cutoff_complete	101	0	2026-07-24T21:59:41.274Z
UCSKCjpoNVdfYTFxHy-jS_VA	shorts	https://www.youtube.com/channel/UCSKCjpoNVdfYTFxHy-jS_VA/shorts	no_tab	1	0	2026-07-24T21:59:41.899Z
UCr69-cf-6VLWlDIyi71v13g	videos	https://www.youtube.com/channel/UCr69-cf-6VLWlDIyi71v13g/videos	cutoff_complete	101	1	2026-07-24T21:59:47.334Z
UCr69-cf-6VLWlDIyi71v13g	shorts	https://www.youtube.com/channel/UCr69-cf-6VLWlDIyi71v13g/shorts	cutoff_complete	101	15	2026-07-24T22:00:27.080Z
UClhphoG2zMHA6r7nNyLFLgA	videos	https://www.youtube.com/channel/UClhphoG2zMHA6r7nNyLFLgA/videos	cutoff_complete	101	13	2026-07-24T22:01:04.502Z
UClhphoG2zMHA6r7nNyLFLgA	shorts	https://www.youtube.com/channel/UClhphoG2zMHA6r7nNyLFLgA/shorts	cutoff_complete	101	15	2026-07-24T22:01:43.920Z
UCDKBmfDQL51l_qsamkhGYHw	videos	https://www.youtube.com/channel/UCDKBmfDQL51l_qsamkhGYHw/videos	cutoff_complete	101	24	2026-07-24T22:03:21.630Z
UCDKBmfDQL51l_qsamkhGYHw	shorts	https://www.youtube.com/channel/UCDKBmfDQL51l_qsamkhGYHw/shorts	cutoff_complete	101	3	2026-07-24T22:03:34.509Z
UCQIRCIpmSGFVbRXK6OYg6zA	videos	https://www.youtube.com/channel/UCQIRCIpmSGFVbRXK6OYg6zA/videos	cutoff_complete	101	1	2026-07-24T22:03:40.335Z
UCQIRCIpmSGFVbRXK6OYg6zA	shorts	https://www.youtube.com/channel/UCQIRCIpmSGFVbRXK6OYg6zA/shorts	cutoff_complete	101	2	2026-07-24T22:03:53.346Z
UCjlRZ6P2r9NV3NQtGwWuBjg	videos	https://www.youtube.com/channel/UCjlRZ6P2r9NV3NQtGwWuBjg/videos	complete	0	25	2026-07-24T22:04:54.920Z
UCjlRZ6P2r9NV3NQtGwWuBjg	shorts	https://www.youtube.com/channel/UCjlRZ6P2r9NV3NQtGwWuBjg/shorts	complete	0	1	2026-07-24T22:05:00.653Z
UCoht3EiOo8EqRe5exkOAH8w	videos	https://www.youtube.com/channel/UCoht3EiOo8EqRe5exkOAH8w/videos	complete	0	14	2026-07-24T22:05:36.667Z
UCoht3EiOo8EqRe5exkOAH8w	shorts	https://www.youtube.com/channel/UCoht3EiOo8EqRe5exkOAH8w/shorts	no_tab	1	0	2026-07-24T22:05:37.325Z
UCoSJo2-rE7ddishWTzj9sAA	videos	https://www.youtube.com/channel/UCoSJo2-rE7ddishWTzj9sAA/videos	cutoff_complete	101	7	2026-07-24T22:06:09.837Z
UCoSJo2-rE7ddishWTzj9sAA	shorts	https://www.youtube.com/channel/UCoSJo2-rE7ddishWTzj9sAA/shorts	no_tab	1	0	2026-07-24T22:06:10.505Z
UCvwxIfW2u71mpzrKastNbDg	videos	https://www.youtube.com/channel/UCvwxIfW2u71mpzrKastNbDg/videos	complete	0	0	2026-07-24T22:06:11.065Z
UCvwxIfW2u71mpzrKastNbDg	shorts	https://www.youtube.com/channel/UCvwxIfW2u71mpzrKastNbDg/shorts	no_tab	1	0	2026-07-24T22:06:11.597Z
