channel_id	tab	url	status	exit_code	new_archive_ids	completed_at
UCCXc67-4lyPeo_P-HFiPTSg	videos	https://www.youtube.com/channel/UCCXc67-4lyPeo_P-HFiPTSg/videos	cutoff_complete	101	16	2026-07-24T20:54:44.298Z
UCCXc67-4lyPeo_P-HFiPTSg	shorts	https://www.youtube.com/channel/UCCXc67-4lyPeo_P-HFiPTSg/shorts	cutoff_complete	101	10	2026-07-24T20:55:30.977Z
UCMDuSkrGqJn-qnLynaC60jQ	videos	https://www.youtube.com/channel/UCMDuSkrGqJn-qnLynaC60jQ/videos	cutoff_complete	101	0	2026-07-24T20:55:37.806Z
UCMDuSkrGqJn-qnLynaC60jQ	shorts	https://www.youtube.com/channel/UCMDuSkrGqJn-qnLynaC60jQ/shorts	cutoff_complete	101	51	2026-07-24T20:57:48.483Z
UCm-ak6OuI6VnRU7xJbfndMw	videos	https://www.youtube.com/channel/UCm-ak6OuI6VnRU7xJbfndMw/videos	cutoff_complete	101	12	2026-07-24T20:58:20.262Z
UCm-ak6OuI6VnRU7xJbfndMw	shorts	https://www.youtube.com/channel/UCm-ak6OuI6VnRU7xJbfndMw/shorts	cutoff_complete	101	22	2026-07-24T20:59:18.452Z
UCrN5LHFTL2qwkmd9z-90RgA	videos	https://www.youtube.com/channel/UCrN5LHFTL2qwkmd9z-90RgA/videos	cutoff_complete	101	0	2026-07-24T20:59:25.429Z
UCrN5LHFTL2qwkmd9z-90RgA	shorts	https://www.youtube.com/channel/UCrN5LHFTL2qwkmd9z-90RgA/shorts	cutoff_complete	101	0	2026-07-24T20:59:28.395Z
UCfDOrNekvd28MKc_S897MsQ	videos	https://www.youtube.com/channel/UCfDOrNekvd28MKc_S897MsQ/videos	cutoff_complete	101	0	2026-07-24T20:59:32.662Z
UCfDOrNekvd28MKc_S897MsQ	shorts	https://www.youtube.com/channel/UCfDOrNekvd28MKc_S897MsQ/shorts	cutoff_complete	101	0	2026-07-24T20:59:36.684Z
UChfEhOd71uTgQaZPyy7rN-w	videos	https://www.youtube.com/channel/UChfEhOd71uTgQaZPyy7rN-w/videos	cutoff_complete	101	0	2026-07-24T20:59:41.928Z
UChfEhOd71uTgQaZPyy7rN-w	shorts	https://www.youtube.com/channel/UChfEhOd71uTgQaZPyy7rN-w/shorts	no_tab	1	0	2026-07-24T20:59:42.552Z
UC3Wl4C9al_GLLFSe5nBSg6A	videos	https://www.youtube.com/channel/UC3Wl4C9al_GLLFSe5nBSg6A/videos	cutoff_complete	101	0	2026-07-24T20:59:46.495Z
UC3Wl4C9al_GLLFSe5nBSg6A	shorts	https://www.youtube.com/channel/UC3Wl4C9al_GLLFSe5nBSg6A/shorts	no_tab	1	0	2026-07-24T20:59:47.070Z
UCMfrI9m3oMyJsWco8Fq05Uw	videos	https://www.youtube.com/channel/UCMfrI9m3oMyJsWco8Fq05Uw/videos	cutoff_complete	101	0	2026-07-24T20:59:54.113Z
UCMfrI9m3oMyJsWco8Fq05Uw	shorts	https://www.youtube.com/channel/UCMfrI9m3oMyJsWco8Fq05Uw/shorts	cutoff_complete	101	0	2026-07-24T20:59:57.199Z
UCdGuhzT0IUrH81vQN9tY6MQ	videos	https://www.youtube.com/channel/UCdGuhzT0IUrH81vQN9tY6MQ/videos	cutoff_complete	101	0	2026-07-24T21:00:01.386Z
UCdGuhzT0IUrH81vQN9tY6MQ	shorts	https://www.youtube.com/channel/UCdGuhzT0IUrH81vQN9tY6MQ/shorts	no_tab	1	0	2026-07-24T21:00:02.358Z
UCC_f7viNGfRPH0gSnTsHlFw	videos	https://www.youtube.com/channel/UCC_f7viNGfRPH0gSnTsHlFw/videos	cutoff_complete	101	0	2026-07-24T21:00:06.677Z
UCC_f7viNGfRPH0gSnTsHlFw	shorts	https://www.youtube.com/channel/UCC_f7viNGfRPH0gSnTsHlFw/shorts	no_tab	1	0	2026-07-24T21:00:07.288Z
UChC-ZIQbKzAX5FAdCg7FAfg	videos	https://www.youtube.com/channel/UChC-ZIQbKzAX5FAdCg7FAfg/videos	cutoff_complete	101	0	2026-07-24T21:00:14.245Z
UChC-ZIQbKzAX5FAdCg7FAfg	shorts	https://www.youtube.com/channel/UChC-ZIQbKzAX5FAdCg7FAfg/shorts	no_tab	1	0	2026-07-24T21:00:14.861Z
UCH_q3yrfScCGPYzSr9VVwGQ	videos	https://www.youtube.com/channel/UCH_q3yrfScCGPYzSr9VVwGQ/videos	complete	0	12	2026-07-24T21:00:46.340Z
UCH_q3yrfScCGPYzSr9VVwGQ	shorts	https://www.youtube.com/channel/UCH_q3yrfScCGPYzSr9VVwGQ/shorts	cutoff_complete	101	12	2026-07-24T21:01:18.791Z
UCfS8-4IPB1bN8oN1N2zqsSw	videos	https://www.youtube.com/channel/UCfS8-4IPB1bN8oN1N2zqsSw/videos	cutoff_complete	101	17	2026-07-24T21:02:02.480Z
UCfS8-4IPB1bN8oN1N2zqsSw	shorts	https://www.youtube.com/channel/UCfS8-4IPB1bN8oN1N2zqsSw/shorts	no_tab	1	0	2026-07-24T21:02:03.201Z
UCW0Vt4ukxSblQWRyLF_l6GA	videos	https://www.youtube.com/channel/UCW0Vt4ukxSblQWRyLF_l6GA/videos	complete	0	18	2026-07-24T21:02:48.483Z
UCW0Vt4ukxSblQWRyLF_l6GA	shorts	https://www.youtube.com/channel/UCW0Vt4ukxSblQWRyLF_l6GA/shorts	complete	0	0	2026-07-24T21:02:49.753Z
UCApMznnU70goY-0ucOaQNXA	videos	https://www.youtube.com/channel/UCApMznnU70goY-0ucOaQNXA/videos	cutoff_complete	101	0	2026-07-24T21:02:52.740Z
UCApMznnU70goY-0ucOaQNXA	shorts	https://www.youtube.com/channel/UCApMznnU70goY-0ucOaQNXA/shorts	no_tab	1	0	2026-07-24T21:02:53.412Z
UClinBn5SPDXw59ekiWude1A	videos	https://www.youtube.com/channel/UClinBn5SPDXw59ekiWude1A/videos	cutoff_complete	101	0	2026-07-24T21:02:56.751Z
UClinBn5SPDXw59ekiWude1A	shorts	https://www.youtube.com/channel/UClinBn5SPDXw59ekiWude1A/shorts	no_tab	1	0	2026-07-24T21:02:57.612Z
